Codelist,Code,Label,ParentCode
f012ff16-4616-43c3-be3c-c29b27d4bb88,23.70,"Cutting, shaping and finishing of stone",23.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,23.91,Production of abrasive products,23.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,23.99,Manufacture of other non-metallic mineral products n.e.c.,23.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.1,Manufacture of basic iron and steel and of ferro-alloys,24
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.3,Manufacture of other products of first processing of steel,24
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.4,Manufacture of basic precious and other non-ferrous metals,24
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.5,Casting of metals,24
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.10,Manufacture of basic iron and steel and of ferro-alloys,24.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.20,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.31,Cold drawing of bars,24.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.32,Cold rolling of narrow strip,24.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.33,Cold forming or folding,24.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.34,Cold drawing of wire,24.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.41,Precious metals production,24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.42,Aluminium production,24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.43,"Lead, zinc and tin production",24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.44,Copper production,24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.45,Other non-ferrous metal production,24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.46,Processing of nuclear fuel,24.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.51,Casting of iron,24.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.52,Casting of steel,24.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.53,Casting of light metals,24.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,24.54,Casting of other non-ferrous metals,24.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.1,Manufacture of structural metal products,25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.2,"Manufacture of tanks, reservoirs and containers of metal",25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.3,"Manufacture of steam generators, except central heating hot water boilers",25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.4,Manufacture of weapons and ammunition,25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.6,Treatment and coating of metals; machining,25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.7,"Manufacture of cutlery, tools and general hardware",25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.9,Manufacture of other fabricated metal products,25
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.11,Manufacture of metal structures and parts of structures,25.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.12,Manufacture of doors and windows of metal,25.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.21,Manufacture of central heating radiators and boilers,25.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.29,"Manufacture of other tanks, reservoirs and containers of metal",25.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.30,"Manufacture of steam generators, except central heating hot water boilers",25.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.40,Manufacture of weapons and ammunition,25.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.50,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.61,Treatment and coating of metals,25.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.62,Machining,25.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.71,Manufacture of cutlery,25.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.72,Manufacture of locks and hinges,25.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.73,Manufacture of tools,25.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.91,Manufacture of steel drums and similar containers,25.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.92,Manufacture of light metal packaging,25.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.93,"Manufacture of wire products, chain and springs",25.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.94,Manufacture of fasteners and screw machine products,25.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,25.99,Manufacture of other fabricated metal products n.e.c.,25.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.1,Manufacture of electronic components and boards,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.2,Manufacture of computers and peripheral equipment,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.3,Manufacture of communication equipment,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.4,Manufacture of consumer electronics,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.5,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.7,Manufacture of optical instruments and photographic equipment,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.8,Manufacture of magnetic and optical media,26
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.11,Manufacture of electronic components,26.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.12,Manufacture of loaded electronic boards,26.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.20,Manufacture of computers and peripheral equipment,26.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.30/1,Manufacture of telegraph and telephone apparatus and equipment,26.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.30/9,Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment),26.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.30,Manufacture of communication equipment,26.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.40,Manufacture of consumer electronics,26.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",26.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.52,Manufacture of watches and clocks,26.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.51/1,"Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment",26.51
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.51/2,Manufacture of electronic industrial process control equipment,26.51
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.51/3,"Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment",26.51
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.51/4,Manufacture of non-electronic industrial process control equipment,26.51
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.60,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.70/1,Manufacture of optical precision instruments,26.70
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.70/2,Manufacture of photographic and cinematographic equipment,26.70
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.70,Manufacture of optical instruments and photographic equipment,26.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,26.80,Manufacture of magnetic and optical media,26.8
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.2,Manufacture of batteries and accumulators,27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.3,Manufacture of wiring and wiring devices,27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.4,Manufacture of electric lighting equipment,27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.5,Manufacture of domestic appliances,27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.9,Manufacture of other electrical equipment,27
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.11,"Manufacture of electric motors, generators and transformers",27.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.12,Manufacture of electricity distribution and control apparatus,27.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.20,Manufacture of batteries and accumulators,27.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.31,Manufacture of fibre optic cables,27.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.32,Manufacture of other electronic and electric wires and cables,27.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.33,Manufacture of wiring devices,27.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.40,Manufacture of electric lighting equipment,27.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.51,Manufacture of electric domestic appliances,27.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.52,Manufacture of non-electric domestic appliances,27.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,27.90,Manufacture of other electrical equipment,27.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.1,Manufacture of general-purpose machinery,28
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.2,Manufacture of other general-purpose machinery,28
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.3,Manufacture of agricultural and forestry machinery,28
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.4,Manufacture of metal forming machinery and machine tools,28
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.9,Manufacture of other special-purpose machinery,28
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",28.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.12,Manufacture of fluid power equipment,28.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.13,Manufacture of other pumps and compressors,28.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.14,Manufacture of other taps and valves,28.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.15,"Manufacture of bearings, gears, gearing and driving elements",28.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.13/1,Manufacture of pumps,28.13
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.13/2,Manufacture of compressors,28.13
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.21,"Manufacture of ovens, furnaces and furnace burners",28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.22,Manufacture of lifting and handling equipment,28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment),28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.24,Manufacture of power-driven hand tools,28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.25,Manufacture of non-domestic cooling and ventilation equipment,28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.29,Manufacture of other general-purpose machinery n.e.c.,28.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.30/1,Manufacture of agricultural tractors,28.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.30/2,Manufacture of agricultural and forestry machinery (other than agricultural tractors),28.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.30,Manufacture of agricultural and forestry machinery,28.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.41,Manufacture of metal forming machinery,28.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.49,Manufacture of other machine tools,28.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.91,Manufacture of machinery for metallurgy,28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.92,"Manufacture of machinery for mining, quarrying and construction",28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.93,"Manufacture of machinery for food, beverage and tobacco processing",28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.94,"Manufacture of machinery for textile, apparel and leather production",28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.95,Manufacture of machinery for paper and paperboard production,28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.96,Manufacture of plastics and rubber machinery,28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.99,Manufacture of other special-purpose machinery n.e.c.,28.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.92/1,Manufacture of machinery for mining,28.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.92/2,Manufacture of earthmoving equipment,28.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,28.92/3,Manufacture of equipment for concrete crushing and screening roadworks,28.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.1,Manufacture of motor vehicles,29
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.2,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.3,Manufacture of parts and accessories for motor vehicles,29
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.10,Manufacture of motor vehicles,29.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.20/1,Manufacture of bodies (coachwork) for motor vehicles (except caravans),29.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.20/2,Manufacture of trailers and semi-trailers,29.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.20/3,Manufacture of caravans,29.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.20,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.31,Manufacture of electrical and electronic equipment for motor vehicles,29.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,29.32,Manufacture of other parts and accessories for motor vehicles,29.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.1,Building of ships and boats,30
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.2,Manufacture of railway locomotives and rolling stock,30
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.3,Manufacture of air and spacecraft and related machinery,30
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.4,Manufacture of military fighting vehicles,30
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.9,Manufacture of transport equipment n.e.c.,30
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.11,Building of ships and floating structures,30.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.12,Building of pleasure and sporting boats,30.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.20,Manufacture of railway locomotives and rolling stock,30.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.30,Manufacture of air and spacecraft and related machinery,30.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.40,Manufacture of military fighting vehicles,30.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.91,Manufacture of motorcycles,30.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.92,Manufacture of bicycles and invalid carriages,30.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,30.99,Manufacture of other transport equipment n.e.c.,30.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,31.01,Manufacture of office and shop furniture,31.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,31.02,Manufacture of kitchen furniture,31.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,31.03,Manufacture of mattresses,31.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,31.09,Manufacture of other furniture,31.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,31.0,Manufacture of furniture,31
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.1,"Manufacture of jewellery, bijouterie and related articles",32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.2,Manufacture of musical instruments,32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.3,Manufacture of sports goods,32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.4,Manufacture of games and toys,32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.5,Manufacture of medical and dental instruments and supplies,32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.9,Other manufacturing n.e.c.,32
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.11,Striking of coins,32.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.12,Manufacture of jewellery and related articles,32.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.13,Manufacture of imitation jewellery and related articles,32.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.20,Manufacture of musical instruments,32.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.30,Manufacture of sports goods,32.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.40/1,Manufacture of professional and arcade games and toys,32.40
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.40/9,Manufacture of games and toys (other than professional and arcade games and toys) n.e.c.,32.40
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.40,Manufacture of games and toys,32.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.50,Manufacture of medical and dental instruments and supplies,32.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.91,Manufacture of brooms and brushes,32.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,32.99,Other manufacturing n.e.c.,32.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.1,"Repair of fabricated metal products, machinery and equipment",33
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.2,Installation of industrial machinery and equipment,33
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.11,Repair of fabricated metal products,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.12,Repair of machinery,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.13,Repair of electronic and optical equipment,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.14,Repair of electrical equipment,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.15,Repair and maintenance of ships and boats,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.16,Repair and maintenance of aircraft and spacecraft,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.17,Repair and maintenance of other transport equipment,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.19,Repair of other equipment,33.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,33.20,Installation of industrial machinery and equipment,33.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.1,"Electric power generation, transmission and distribution",35
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.2,Manufacture of gas; distribution of gaseous fuels through mains,35
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.3,Steam and air conditioning supply,35
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.11,Production of electricity,35.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.12,Transmission of electricity,35.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.13,Distribution of electricity,35.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.14,Trade of electricity,35.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.21,Manufacture of gas,35.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.22,Distribution of gaseous fuels through mains,35.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.23,Trade of gas through mains,35.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,35.30,Steam and air conditioning supply,35.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,36.00,"Water collection, treatment and supply",36.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,36.0,"Water collection, treatment and supply",36
f012ff16-4616-43c3-be3c-c29b27d4bb88,37.00,Sewerage,37.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,37.0,Sewerage,37
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.1,Waste collection,38
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.2,Waste treatment and disposal,38
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.3,Materials recovery,38
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.11,Collection of non-hazardous waste,38.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.12,Collection of hazardous waste,38.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.21,Treatment and disposal of non-hazardous waste,38.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.22,Treatment and disposal of hazardous waste,38.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.31,Dismantling of wrecks,38.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,38.32,Recovery of sorted materials,38.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,39.00,Remediation activities and other waste management services,39.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,39.0,Remediation activities and other waste management services,39
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.1,Development of building projects,41
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.2,Construction of residential and non-residential buildings,41
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.10,Development of building projects,41.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.20/1,Construction of commercial buildings,41.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.20/2,Construction of domestic buildings,41.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,41.20,Construction of residential and non-residential buildings,41.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.1,Construction of roads and railways,42
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.2,Construction of utility projects,42
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.9,Construction of other civil engineering projects,42
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.11,Construction of roads and motorways,42.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.12,Construction of railways and underground railways,42.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.13,Construction of bridges and tunnels,42.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.21,Construction of utility projects for fluids,42.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.22,Construction of utility projects for electricity and telecommunications,42.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.91,Construction of water projects,42.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,42.99,Construction of other civil engineering projects n.e.c.,42.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.1,Demolition and site preparation,43
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.2,"Electrical, plumbing and other construction installation activities",43
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.3,Building completion and finishing,43
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.9,Other specialised construction activities,43
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.11,Demolition,43.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.12,Site preparation,43.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.13,Test drilling and boring,43.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.21,Electrical installation,43.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.22,"Plumbing, heat and air-conditioning installation",43.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.29,Other construction installation,43.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.31,Plastering,43.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.32,Joinery installation,43.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.33,Floor and wall covering,43.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.34,Painting and glazing,43.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.39,Other building completion and finishing,43.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.34/1,Painting,43.34
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.34/2,Glazing,43.34
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.91,Roofing activities,43.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.99,Other specialised construction activities n.e.c.,43.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.99/1,Scaffold erection,43.99
f012ff16-4616-43c3-be3c-c29b27d4bb88,43.99/9,Specialised construction activities (other than scaffold erection) n.e.c.,43.99
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.1,Sale of motor vehicles,45
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.2,Maintenance and repair of motor vehicles,45
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.3,Sale of motor vehicle parts and accessories,45
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.4,"Sale, maintenance and repair of motorcycles and related parts and accessories",45
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.11,Sale of cars and light motor vehicles,45.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.19,Sale of other motor vehicles,45.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.11/1,Sale of new cars and light motor vehicles,45.11
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.11/2,Sale of used cars and light motor vehicles,45.11
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.20,Maintenance and repair of motor vehicles,45.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.31,Wholesale trade of motor vehicle parts and accessories,45.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.32,Retail trade of motor vehicle parts and accessories,45.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",45.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.1,Wholesale on a fee or contract basis,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.2,Wholesale of agricultural raw materials and live animals,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.3,"Wholesale of food, beverages and tobacco",46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.4,Wholesale of household goods,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.5,Wholesale of information and communication equipment,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.6,"Wholesale of other machinery, equipment and supplies",46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.7,Other specialised wholesale,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.9,Non-specialised wholesale trade,46
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.11,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.12,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.13,Agents involved in the sale of timber and building materials,46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.14,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.15,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.16,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.17,"Agents involved in the sale of food, beverages and tobacco",46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.18,Agents specialised in the sale of other particular products,46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.19,Agents involved in the sale of a variety of goods,46.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",46.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.22,Wholesale of flowers and plants,46.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.23,Wholesale of live animals,46.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.24,"Wholesale of hides, skins and leather",46.2
